n_samples,speed_mean,speed_std,speed_min,speed_max,speed_q10,speed_q50,speed_q90,speed_range,throttle_mean,throttle_std,throttle_min,throttle_max,throttle_zero_frac,throttle_full_frac,throttle_mid_frac,brake_mean,brake_std,brake_min,brake_max,brake_active_frac,brake_on_count,first_brake_frac_pos,last_brake_frac_pos,rpm_mean,rpm_std,rpm_min,rpm_max,gear_mean,gear_std,gear_min,gear_max,gear_change_count,speed_diff_mean,speed_diff_std,speed_diff_abs_mean,throttle_diff_mean,throttle_diff_std,throttle_diff_abs_mean,rpm_diff_mean,rpm_diff_std,rpm_diff_abs_mean,drs_active_frac,lap_key,Driver,season,round,LapNumber,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,Compound,TyreLife,Team,session_key,event_name,analysis_team,leader_driver
288,241.28819444444446,60.87552502077,94.0,320.0,143.7,252.5,308.0,226.0,79.75347222222223,37.390187486904175,0.0,100.0,0.11805555555555555,0.7361111111111112,0.14583333333333334,0.1284722222222222,0.3351973144937546,0.0,1.0,0.1284722222222222,6,0.0313588850174216,0.867595818815331,10743.006944444445,905.979982215172,6905.0,12221.0,6.083333333333333,1.698533903577667,3,8,34,-0.041811846689895474,10.242086875187114,6.2578397212543555,0.0,20.29692181009315,6.522648083623693,-1.5923344947735192,455.2396713848355,303.1533101045296,1.0,2022_r03_Q_PER_lap18,PER,2022,3,18.0,78.24,26.845,17.76,33.635,SOFT,2.0,Red Bull Racing,2022_3_Q,Australian Grand Prix,Red Bull Racing,VER
295,238.57966101694916,58.72007496560552,96.0,313.0,136.20000000000002,252.0,299.0,217.0,82.01016949152542,34.260455452230985,0.0,100.0,0.11864406779661017,0.7084745762711865,0.17288135593220338,0.10508474576271186,0.3071836788008419,0.0,1.0,0.10508474576271186,6,0.03741496598639456,0.8469387755102041,10667.22372881356,944.1037812524448,6757.0,11861.0,6.335593220338983,1.6739056443170055,3,8,30,-0.017006802721088437,10.082410420326708,5.58843537414966,0.0,16.365492706785098,5.170068027210885,-0.5238095238095238,401.75739938872937,258.48979591836735,1.0,2022_r03_Q_RUS_lap25,RUS,2022,3,25.0,78.933,27.037,18.05,33.846,SOFT,5.0,Mercedes,2022_3_Q,Australian Grand Prix,Mercedes,HAM
289,239.73356401384083,60.55181678016524,95.0,315.0,142.6,248.0,307.0,220.0,80.95501730103807,34.18345193507549,0.0,100.0,0.08304498269896193,0.7058823529411765,0.21107266435986158,0.12802768166089964,0.3347001963747366,0.0,1.0,0.12802768166089964,9,0.03819444444444445,0.9201388888888888,10589.207612456747,961.063010174246,7333.0,11929.0,6.259515570934256,1.6175430744950758,3,8,30,-0.013888888888888888,10.811650775406756,6.069444444444445,0.0,17.131384081780762,5.944444444444445,-0.6388888888888888,449.03556909796964,282.47222222222223,1.0,2022_r03_Q_SAI_lap15,SAI,2022,3,15.0,78.469,27.01,17.772,33.687,SOFT,5.0,Ferrari,2022_3_Q,Australian Grand Prix,Ferrari,LEC
289,243.96193771626298,58.978238139249264,94.0,319.0,159.4,257.0,306.0,225.0,82.14878892733564,34.61146456639747,0.0,100.0,0.09688581314878893,0.7474048442906575,0.15570934256055363,0.10726643598615918,0.3099884657600466,0.0,1.0,0.10726643598615918,6,0.041666666666666664,0.8541666666666666,10889.114186851211,870.6983971052465,6973.0,12281.0,6.0899653979238755,1.682901037368602,3,8,32,-0.027777777777777776,10.808723051277875,5.9375,0.0,18.437388161829354,6.111111111111111,-0.7847222222222222,436.84104641787343,278.9375,1.0,2022_r03_Q_VER_lap20,VER,2022,3,20.0,78.154,26.865,17.792,33.497,SOFT,2.0,Red Bull Racing,2022_3_Q,Australian Grand Prix,Red Bull Racing,VER
327,215.86238532110093,84.53018496225424,65.0,339.0,93.6,235.0,321.40000000000003,274.0,70.92354740061162,39.42007090089179,0.0,100.0,0.1162079510703364,0.5688073394495413,0.3149847094801223,0.1651376146788991,0.3718737532632169,0.0,1.0,0.1651376146788991,9,0.03680981595092025,0.8957055214723927,10232.700305810398,1849.1716970369748,4726.0,12449.0,5.654434250764526,2.1635229381957934,2,8,32,-0.018404907975460124,11.467665522013442,6.54601226993865,0.0,13.874603251430846,5.404907975460123,3.395705521472393,526.0994289002726,347.73926380368096,1.0,2022_r05_Q_HAM_lap20,HAM,2022,5,20.0,89.625,29.687,34.29,25.648,SOFT,2.0,Mercedes,2022_5_Q,Miami Grand Prix,Mercedes,HAM
330,216.4181818181818,85.10505381664484,65.0,336.0,91.9,234.0,320.1,271.0,70.9030303030303,38.56581226018496,0.0,100.0,0.0696969696969697,0.5454545454545454,0.38484848484848483,0.19696969696969696,0.39831319753964267,0.0,1.0,0.19696969696969696,14,0.03343465045592705,0.8936170212765957,10191.766666666666,1625.9827320996123,4983.0,11964.0,5.551515151515152,2.1192590911718217,2,8,35,-0.0182370820668693,10.901427879386919,6.686930091185411,0.0,14.330591532052562,5.361702127659575,3.2188449848024314,497.34660658619975,340.02127659574467,1.0,2022_r05_Q_LEC_lap23,LEC,2022,5,23.0,88.796,29.441,33.831,25.524,SOFT,2.0,Ferrari,2022_5_Q,Miami Grand Prix,Ferrari,LEC
326,217.64723926380367,86.34275939560416,64.0,342.0,97.0,234.0,327.0,278.0,67.37730061349693,42.50091734845405,0.0,100.0,0.19325153374233128,0.5797546012269938,0.22699386503067484,0.1656441717791411,0.3723324185721323,0.0,1.0,0.1656441717791411,7,0.033846153846153845,0.8953846153846153,10329.763803680982,1515.582994009879,5752.0,12202.0,5.371165644171779,2.220248743552581,2,8,35,-0.018461538461538463,10.93102522367622,6.695384615384615,0.0,17.794263189835533,6.350769230769231,2.8430769230769233,489.04709875973924,333.8523076923077,1.0,2022_r05_Q_PER_lap20,PER,2022,5,20.0,89.036,29.635,34.012,25.389,SOFT,2.0,Red Bull Racing,2022_5_Q,Miami Grand Prix,Red Bull Racing,VER
324,216.2006172839506,84.5751348574171,66.0,337.0,95.30000000000001,235.0,319.7,271.0,69.32716049382717,41.06716242550903,0.0,100.0,0.20679012345679013,0.5617283950617284,0.23148148148148148,0.15432098765432098,0.3618149579973173,0.0,1.0,0.15432098765432098,8,0.03715170278637771,0.8854489164086687,10285.086419753086,1659.3636118173963,5513.0,12426.0,5.552469135802469,2.2752593324727197,2,8,39,-0.006191950464396285,10.338372653291238,6.613003095975232,0.0,14.290682365949921,4.910216718266254,-0.30959752321981426,478.17526166703186,340.5263157894737,1.0,2022_r05_Q_RUS_lap13,RUS,2022,5,13.0,90.173,29.799,34.559,25.815,SOFT,3.0,Mercedes,2022_5_Q,Miami Grand Prix,Mercedes,HAM
329,218.5775075987842,84.13708822214318,65.0,336.0,99.0,240.0,320.0,271.0,71.46504559270517,38.823468827262865,0.0,100.0,0.1276595744680851,0.574468085106383,0.2978723404255319,0.1945288753799392,0.39644053461627893,0.0,1.0,0.1945288753799392,11,0.039634146341463415,0.8963414634146342,10283.866261398176,1518.0756393189379,5972.0,12243.0,5.632218844984802,2.1544752630926003,2,8,33,-0.01524390243902439,11.549246209762964,6.625,0.0,14.291846652338002,5.463414634146342,2.106707317073171,531.9318529886958,355.7774390243902,1.0,2022_r05_Q_SAI_lap24,SAI,2022,5,24.0,88.986,29.278,34.017,25.691,SOFT,2.0,Ferrari,2022_5_Q,Miami Grand Prix,Ferrari,LEC
323,214.3065015479876,85.33970583720809,67.0,342.0,93.4,230.0,323.0,275.0,66.51393188854489,42.67902328899033,0.0,100.0,0.18575851393188855,0.5541795665634675,0.26006191950464397,0.1826625386996904,0.3869891351642186,0.0,1.0,0.1826625386996904,10,0.031055900621118012,0.8819875776397516,10295.56346749226,1561.2068108880048,5861.0,12227.0,5.306501547987616,2.2029457598770628,2,8,34,-0.012422360248447204,11.94822036182902,6.9813664596273295,0.0,17.548331123888815,6.149068322981367,2.5683229813664594,571.9187822132345,379.972049689441,1.0,2022_r05_Q_VER_lap13,VER,2022,5,13.0,88.991,29.546,33.977,25.468,SOFT,2.0,Red Bull Racing,2022_5_Q,Miami Grand Prix,Red Bull Racing,VER
309,208.68284789644014,65.98250749827,80.0,320.0,123.0,208.0,304.0,240.0,69.90614886731392,41.19900540649325,0.0,100.0,0.19741100323624594,0.5501618122977346,0.2524271844660194,0.16828478964401294,0.3747258345765111,0.0,1.0,0.16828478964401294,9,0.10714285714285714,0.8798701298701299,10326.485436893205,1365.168177623665,5688.0,12311.0,5.517799352750809,1.7938858130492363,3,8,35,-0.016233766233766232,10.473935204511358,6.613636363636363,0.0,16.216973454163057,5.64935064935065,-0.44805194805194803,484.55917092392946,342.59090909090907,1.0,2022_r06_Q_HAM_lap14,HAM,2022,6,14.0,79.512,22.095,29.596,27.821,SOFT,2.0,Mercedes,2022_6_Q,Spanish Grand Prix,Mercedes,HAM
300,210.60333333333332,63.558042276454735,84.0,318.0,126.9,212.5,299.20000000000005,234.0,72.57666666666667,38.213939071409534,0.0,100.0,0.02,0.5666666666666667,0.41333333333333333,0.19,0.3929563789010983,0.0,1.0,0.19,12,0.10033444816053512,0.8996655518394648,10397.173333333334,1179.9234159528894,6223.0,12132.0,5.45,1.63393159020553,3,8,33,-0.05351170568561873,10.016286035686482,6.695652173913044,0.0,17.60452961846037,6.394648829431438,-1.9063545150501673,450.582335279053,317.55183946488296,1.0,2022_r06_Q_LEC_lap10,LEC,2022,6,10.0,78.75,22.004,29.41,27.336,SOFT,2.0,Ferrari,2022_6_Q,Spanish Grand Prix,Ferrari,LEC
308,210.25,64.69557249902962,85.0,322.0,127.0,209.5,303.3,237.0,68.56818181818181,41.98594336598447,0.0,100.0,0.16558441558441558,0.5714285714285714,0.262987012987013,0.17857142857142858,0.38361630628972576,0.0,1.0,0.17857142857142858,8,0.09771986970684039,0.8794788273615635,10434.87012987013,1277.0930942387974,6229.0,12408.0,5.194805194805195,1.6583729794970792,3,8,33,-0.016286644951140065,10.25474839268642,6.628664495114006,0.0,17.66463177329985,6.006514657980456,-0.3778501628664495,453.2917807130742,323.7068403908795,1.0,2022_r06_Q_PER_lap16,PER,2022,6,16.0,79.42,22.194,29.761,27.465,SOFT,2.0,Red Bull Racing,2022_6_Q,Spanish Grand Prix,Red Bull Racing,VER
307,210.57654723127035,65.92347889094734,78.0,324.0,125.6,212.0,304.40000000000003,246.0,69.70358306188925,41.75989671979346,0.0,100.0,0.2280130293159609,0.5570032573289903,0.21498371335504887,0.18566775244299674,0.38947315726659065,0.0,1.0,0.18566775244299674,8,0.10784313725490197,0.8856209150326797,10406.055374592834,1372.9188172004126,5363.0,12210.0,5.456026058631922,1.7769000249493876,3,8,38,-0.013071895424836602,9.75334288425076,6.673202614379085,0.0,17.75848908061239,5.65359477124183,-0.2908496732026144,475.55830558866035,336.10130718954247,1.0,2022_r06_Q_RUS_lap13,RUS,2022,6,13.0,79.393,21.936,29.735,27.722,SOFT,2.0,Mercedes,2022_6_Q,Spanish Grand Prix,Mercedes,HAM
308,210.9707792207792,64.39901917771788,83.0,320.0,127.0,210.5,303.0,237.0,70.6396103896104,39.49514449822481,0.0,100.0,0.14935064935064934,0.5454545454545454,0.3051948051948052,0.21103896103896103,0.408710004996126,0.0,1.0,0.21103896103896103,12,0.10749185667752444,0.8990228013029316,10360.60064935065,1220.447274607673,6254.0,12086.0,5.5064935064935066,1.6172794675563018,3,8,33,-0.019543973941368076,10.517318853671405,6.7752442996742674,0.0,15.988762393500537,6.058631921824104,-0.8045602605863192,474.6857380560075,339.5081433224756,1.0,2022_r06_Q_SAI_lap14,SAI,2022,6,14.0,79.166,22.189,29.583,27.394,SOFT,2.0,Ferrari,2022_6_Q,Spanish Grand Prix,Ferrari,LEC
294,210.21428571428572,66.36756424351995,82.0,321.0,125.0,208.5,307.7,239.0,68.85714285714286,41.58194344277112,0.0,100.0,0.1292517006802721,0.5680272108843537,0.30272108843537415,0.19047619047619047,0.393346252270438,0.0,1.0,0.19047619047619047,8,0.11945392491467577,0.9146757679180887,10364.28231292517,1279.6534721418132,6015.0,11994.0,5.227891156462585,1.6888828350224505,3,8,32,-0.19795221843003413,10.490132149051242,6.723549488054608,0.0,17.813531873500526,6.286689419795222,-3.2081911262798637,457.95747507139953,335.89078498293514,1.0,2022_r06_Q_VER_lap11,VER,2022,6,11.0,79.073,21.978,29.684,27.411,SOFT,2.0,Red Bull Racing,2022_6_Q,Spanish Grand Prix,Red Bull Racing,VER
268,159.24253731343285,67.6190373619933,47.0,285.0,75.10000000000001,153.5,260.0,238.0,54.21641791044776,43.507950444885175,0.0,100.0,0.23507462686567165,0.3805970149253731,0.3843283582089552,0.26492537313432835,0.44211908214810824,0.0,1.0,0.26492537313432835,15,0.0149812734082397,0.9101123595505618,9670.309701492537,1841.8513923945734,4692.0,13073.0,3.917910447761194,1.9547254085067731,1,7,44,-0.003745318352059925,12.07884440501066,9.097378277153558,0.0,20.550506277721645,8.681647940074907,-0.04868913857677903,677.8121436885989,532.1910112359551,1.0,2022_r07_Q_HAM_lap21,HAM,2022,7,21.0,72.595,19.272,34.231,19.092,SOFT,4.0,Mercedes,2022_7_Q,Monaco Grand Prix,Mercedes,HAM
266,163.18796992481202,67.72175597317053,49.0,286.0,77.5,164.0,259.5,237.0,58.06390977443609,43.46561918425957,0.0,100.0,0.21804511278195488,0.4398496240601504,0.34210526315789475,0.2744360902255639,0.44707082471933013,0.0,1.0,0.2744360902255639,16,0.01509433962264151,0.9056603773584906,9881.586466165414,1687.535501805482,5154.0,12524.0,3.973684210526316,1.8761821827635938,1,7,43,-0.03773584905660377,12.71327489243295,9.116981132075471,0.0,21.520955256482345,8.90566037735849,-1.6867924528301887,676.2910688917744,522.5169811320754,1.0,2022_r07_Q_LEC_lap20,LEC,2022,7,20.0,71.376,18.872,33.738,18.766,SOFT,2.0,Ferrari,2022_7_Q,Monaco Grand Prix,Ferrari,LEC
271,159.2509225092251,64.815434183573,47.0,288.0,80.0,158.0,250.0,241.0,53.60516605166052,45.555613256096024,0.0,100.0,0.2952029520295203,0.4280442804428044,0.2767527675276753,0.2767527675276753,0.44822093773059085,0.0,1.0,0.2767527675276753,13,0.011111111111111112,0.9296296296296296,9869.59778597786,1693.1591983502447,4864.0,12230.0,3.6826568265682655,1.7540519092416667,1,7,42,-0.13703703703703704,12.014849800290065,8.907407407407407,0.0,22.304583022146403,8.74074074074074,-0.6,664.5082616038546,509.68888888888887,1.0,2022_r07_Q_PER_lap14,PER,2022,7,14.0,71.954,18.967,34.045,18.942,SOFT,3.0,Red Bull Racing,2022_7_Q,Monaco Grand Prix,Red Bull Racing,VER
270,162.77407407407406,67.5820090695961,47.0,287.0,79.9,162.5,262.29999999999995,240.0,56.144444444444446,44.16408096052696,0.0,100.0,0.3111111111111111,0.4148148148148148,0.2740740740740741,0.24444444444444444,0.43055538900211304,0.0,1.0,0.24444444444444444,15,0.01486988847583643,0.8996282527881041,9932.203703703704,1740.415691698935,5158.0,12437.0,3.8703703703703702,1.9591202818287405,1,7,45,-0.01858736059479554,12.189564147926161,8.9182156133829,0.0,21.459785368444425,8.758364312267657,-0.4275092936802974,718.3901047990923,534.546468401487,1.0,2022_r07_Q_RUS_lap26,RUS,2022,7,26.0,72.112,18.981,34.016,19.115,SOFT,2.0,Mercedes,2022_7_Q,Monaco Grand Prix,Mercedes,HAM
271,163.78966789667896,66.63396450899192,47.0,289.0,82.0,161.0,260.0,242.0,56.81918819188192,43.24975445108639,0.0,100.0,0.2656826568265683,0.35793357933579334,0.3763837638376384,0.3025830258302583,0.46022615970974623,0.0,1.0,0.3025830258302583,14,0.011111111111111112,0.9333333333333333,9892.084870848708,1638.5028024117023,5483.0,12273.0,4.033210332103321,1.8606063398507628,1,7,41,-0.06296296296296296,12.370959162224192,9.062962962962963,-0.003703703703703704,20.513754230409333,8.633333333333333,-2.3,653.9842792808313,504.55925925925925,1.0,2022_r07_Q_SAI_lap22,SAI,2022,7,22.0,71.601,18.964,33.738,18.899,SOFT,2.0,Ferrari,2022_7_Q,Monaco Grand Prix,Ferrari,LEC
268,163.2910447761194,67.03281376871179,45.0,286.0,79.7,163.0,260.6,241.0,54.417910447761194,45.5354820711566,0.0,100.0,0.30597014925373134,0.44029850746268656,0.2537313432835821,0.27238805970149255,0.4460214117976725,0.0,1.0,0.27238805970149255,12,0.0149812734082397,0.9213483146067416,9919.08208955224,1679.1239179443683,4674.0,12299.0,3.8059701492537314,1.8541485500216919,1,7,40,-0.0449438202247191,12.220631617101144,9.0187265917603,-0.37453183520599254,23.831216245318355,9.205992509363297,-2.8127340823970037,667.4778716635794,511.0674157303371,1.0,2022_r07_Q_VER_lap23,VER,2022,7,23.0,71.903,19.129,33.842,18.932,SOFT,2.0,Red Bull Racing,2022_7_Q,Monaco Grand Prix,Red Bull Racing,VER
388,206.18298969072166,79.07151781482347,73.0,330.0,102.0,206.0,309.0,257.0,70.9201030927835,41.04754044682252,0.0,100.0,0.16494845360824742,0.6134020618556701,0.22164948453608246,0.18556701030927836,0.38925880425065,0.0,1.0,0.18556701030927836,11,0.012919896640826873,0.7596899224806202,10115.435567010309,1687.9266285390497,6260.0,12314.0,5.425257731958763,2.096405484173906,2,8,56,0.007751937984496124,12.88299042701076,8.023255813953488,0.0,15.352169852206055,5.633074935400517,0.14987080103359174,560.0004425134575,395.405684754522,1.0,2022_r08_Q_HAM_lap21,HAM,2022,8,21.0,102.924,36.169,41.41,25.345,SOFT,2.0,Mercedes,2022_8_Q,Azerbaijan Grand Prix,Mercedes,HAM
383,214.37597911227155,79.14672336485089,74.0,334.0,104.4,217.0,317.0,260.0,73.8537859007833,39.232886755484884,0.0,100.0,0.04960835509138381,0.6449086161879896,0.30548302872062666,0.185378590078329,0.3891126975220367,0.0,1.0,0.185378590078329,14,0.01832460732984293,0.7539267015706806,10286.044386422976,1355.7221566705748,6593.0,12041.0,5.469973890339426,1.9785530037998218,2,8,54,0.010471204188481676,12.667974595601763,8.157068062827225,-0.002617801047120419,16.790119999930635,5.824607329842932,0.09947643979057591,537.5112138728784,371.6178010471204,1.0,2022_r08_Q_LEC_lap18,LEC,2022,8,18.0,101.359,35.615,40.67,25.074,SOFT,2.0,Ferrari,2022_8_Q,Azerbaijan Grand Prix,Ferrari,LEC
388,209.13917525773195,80.13077948270984,74.0,336.0,103.4,208.5,316.3,262.0,70.07731958762886,42.60999386638009,0.0,100.0,0.2036082474226804,0.6288659793814433,0.16752577319587628,0.19072164948453607,0.39337733934012536,0.0,1.0,0.19072164948453607,11,0.01808785529715762,0.772609819121447,10519.14175257732,1361.851615350052,6570.0,12538.0,5.103092783505154,2.1445660485488935,2,8,57,0.002583979328165375,12.637328271617113,8.142118863049095,0.0,16.5222412510697,5.524547803617571,0.023255813953488372,568.1883554155143,390.95348837209303,1.0,2022_r08_Q_PER_lap17,PER,2022,8,17.0,101.641,35.642,40.997,25.002,SOFT,2.0,Red Bull Racing,2022_8_Q,Azerbaijan Grand Prix,Red Bull Racing,VER
393,209.58269720101782,80.77035919407069,69.0,333.0,102.2,212.0,316.0,264.0,70.10941475826972,42.36076517772469,0.0,100.0,0.22900763358778625,0.6081424936386769,0.1628498727735369,0.18575063613231552,0.38940104308143625,0.0,1.0,0.18575063613231552,11,0.017857142857142856,0.7602040816326531,10331.368956743003,1561.5355206978818,5807.0,12574.0,5.371501272264631,2.20027874755965,2,8,55,0.002551020408163265,12.46160317045736,8.043367346938776,0.0,17.233613737554958,5.678571428571429,-0.42346938775510207,538.8585067452948,373.59183673469386,1.0,2022_r08_Q_RUS_lap22,RUS,2022,8,22.0,102.712,36.098,41.363,25.251,SOFT,2.0,Mercedes,2022_8_Q,Azerbaijan Grand Prix,Mercedes,HAM
389,210.133676092545,79.64125505871817,72.0,332.0,105.0,209.0,315.0,260.0,71.16195372750643,41.50216728023509,0.0,100.0,0.19794344473007713,0.6246786632390745,0.17737789203084833,0.19794344473007713,0.3989624260651805,0.0,1.0,0.19794344473007713,11,0.01804123711340206,0.7628865979381443,10226.349614395887,1486.2372509510524,6368.0,12138.0,5.5089974293059125,2.0428518252409504,2,8,50,0.005154639175257732,12.252299229537837,7.989690721649485,0.0,17.988655626981963,5.695876288659794,0.22422680412371135,592.3806555461548,411.6520618556701,1.0,2022_r08_Q_SAI_lap15,SAI,2022,8,15.0,101.814,35.729,41.057,25.028,SOFT,2.0,Ferrari,2022_8_Q,Azerbaijan Grand Prix,Ferrari,LEC
391,212.2378516624041,81.82734919572094,71.0,342.0,106.0,208.0,322.0,271.0,70.03580562659846,42.75354232501069,0.0,100.0,0.19948849104859334,0.6317135549872123,0.16879795396419436,0.20971867007672634,0.4076293850084036,0.0,1.0,0.20971867007672634,12,0.017948717948717947,0.7589743589743589,10449.140664961637,1442.0932980090552,6273.0,12655.0,5.248081841432225,2.110374897659044,2,8,50,0.005128205128205128,12.341539543856351,8.153846153846153,0.0,18.017272489729173,5.712820512820513,0.2358974358974359,581.209788497524,418.95384615384614,1.0,2022_r08_Q_VER_lap18,VER,2022,8,18.0,101.706,35.781,41.042,24.883,SOFT,2.0,Red Bull Racing,2022_8_Q,Azerbaijan Grand Prix,Red Bull Racing,VER
249,234.68273092369478,62.74455174082563,72.0,318.0,131.2,248.0,306.0,246.0,77.0,38.046448691888656,0.0,100.0,0.12048192771084337,0.6746987951807228,0.20481927710843373,0.1566265060240964,0.36418028959137233,0.0,1.0,0.1566265060240964,7,0.056451612903225805,0.9112903225806451,10588.518072289156,1206.2939749107372,5900.0,11923.0,6.285140562248996,1.7537460138141547,2,8,33,-0.04032258064516129,10.69443019251068,6.75,0.0,16.686681639246153,5.169354838709677,3.7379032258064515,482.27518293998526,322.60887096774195,1.0,2022_r11_Q_HAM_lap12,HAM,2022,11,12.0,65.475,16.502,29.213,19.76,SOFT,4.0,Mercedes,2022_11_Q,Austrian Grand Prix,Mercedes,HAM
238,237.53781512605042,61.56315270300579,72.0,318.0,143.0,249.5,308.0,246.0,79.60504201680672,35.1265868719477,0.0,100.0,0.07983193277310924,0.6932773109243697,0.226890756302521,0.15966386554621848,0.367065987636432,0.0,1.0,0.15966386554621848,8,0.05485232067510549,0.9156118143459916,10507.529411764706,1113.4782302198334,6713.0,11969.0,6.176470588235294,1.5678578404919423,2,8,32,-0.02109704641350211,11.461596620736323,7.236286919831223,0.004219409282700422,16.15562500831468,5.168776371308017,-0.270042194092827,472.4983486532868,315.789029535865,1.0,2022_r11_Q_LEC_lap24,LEC,2022,11,24.0,65.013,16.548,28.92,19.545,SOFT,3.0,Ferrari,2022_11_Q,Austrian Grand Prix,Ferrari,LEC
244,233.38524590163934,64.59617472924552,67.0,324.0,134.2,246.0,309.70000000000005,257.0,75.16803278688525,40.501085219202174,0.0,100.0,0.1721311475409836,0.6926229508196722,0.13524590163934427,0.1680327868852459,0.3746639412586219,0.0,1.0,0.1680327868852459,7,0.0411522633744856,0.9053497942386831,10588.430327868853,1108.9077297730905,5949.0,12474.0,5.872950819672131,1.7951254015939624,2,8,33,-0.0205761316872428,11.41785196384826,7.411522633744856,0.0,18.6766748062438,5.810699588477366,-0.7119341563786008,474.30472749742745,336.60493827160496,1.0,2022_r11_Q_PER_lap20,PER,2022,11,20.0,65.404,16.455,29.113,19.836,SOFT,2.0,Red Bull Racing,2022_11_Q,Austrian Grand Prix,Red Bull Racing,VER
240,234.64583333333334,65.09956635071853,68.0,317.0,124.0,251.5,307.1,249.0,77.13333333333334,38.062145469123145,0.0,100.0,0.1375,0.6791666666666667,0.18333333333333332,0.12083333333333333,0.3266146459020365,0.0,1.0,0.12083333333333333,6,0.06276150627615062,0.9246861924686193,10619.925,1181.45668305404,6396.0,12280.0,6.175,1.8188345157863868,2,8,30,-0.06276150627615062,11.239198096601307,6.98326359832636,0.0,17.08972859730112,5.430962343096234,3.221757322175732,437.8826213871307,298.92887029288704,1.0,2022_r11_Q_RUS_lap19,RUS,2022,11,19.0,65.452,16.583,29.26,19.609,SOFT,2.0,Mercedes,2022_11_Q,Austrian Grand Prix,Mercedes,HAM
239,237.46443514644352,62.19876811510613,72.0,320.0,141.6,250.0,309.0,248.0,80.25523012552301,35.30916460189613,0.0,100.0,0.09623430962343096,0.7154811715481172,0.18828451882845187,0.15481171548117154,0.36248423047239237,0.0,1.0,0.15481171548117154,8,0.058823529411764705,0.9159663865546218,10621.903765690377,1156.8810699582637,6656.0,12049.0,6.2092050209205025,1.6003410205826627,2,8,28,-0.025210084033613446,11.92342812035752,7.26890756302521,0.0,16.988951485416624,5.336134453781512,-0.9747899159663865,508.96823675789113,336.3613445378151,1.0,2022_r11_Q_SAI_lap24,SAI,2022,11,24.0,65.066,16.519,28.891,19.656,SOFT,3.0,Ferrari,2022_11_Q,Austrian Grand Prix,Ferrari,LEC
242,238.64462809917356,62.94974080398188,70.0,322.0,137.8,253.0,310.0,252.0,75.7396694214876,39.92090723850143,0.0,100.0,0.1446280991735537,0.6735537190082644,0.18181818181818182,0.16942148760330578,0.37590123519816215,0.0,1.0,0.16942148760330578,7,0.06224066390041494,0.9087136929460581,10688.561983471074,1022.6201064101095,6408.0,12165.0,6.012396694214876,1.7463213379629507,2,8,30,-0.012448132780082987,11.659217143459514,7.190871369294606,0.0,18.65967130828765,6.1078838174273855,-0.5975103734439834,451.0304034398449,309.18672199170123,1.0,2022_r11_Q_VER_lap17,VER,2022,11,17.0,64.984,16.478,28.959,19.547,SOFT,2.0,Red Bull Racing,2022_11_Q,Austrian Grand Prix,Red Bull Racing,VER
343,225.20991253644314,68.96055500841297,80.0,329.0,130.0,234.0,309.0,249.0,72.38192419825073,39.013604162355044,0.0,100.0,0.09329446064139942,0.5947521865889213,0.3119533527696793,0.16326530612244897,0.3701475241586368,0.0,1.0,0.16326530612244897,10,0.04678362573099415,0.8976608187134503,10477.416909620992,1340.7868329925134,5699.0,12320.0,5.895043731778426,1.7952353885831018,3,8,38,-0.011695906432748537,9.547220690961254,6.1988304093567255,0.0,14.735796382098348,5.56140350877193,-0.6608187134502924,454.7676299261561,302.4795321637427,1.0,2022_r12_Q_HAM_lap18,HAM,2022,12,18.0,91.765,22.686,28.224,40.855,SOFT,2.0,Mercedes,2022_12_Q,French Grand Prix,Mercedes,HAM
338,228.71597633136093,70.44965232380804,78.0,331.0,127.20000000000002,239.5,311.3,253.0,74.05621301775147,37.71531389153064,0.0,100.0,0.09171597633136094,0.6124260355029586,0.2958579881656805,0.15088757396449703,0.35846993396146104,0.0,1.0,0.15088757396449703,11,0.04154302670623145,0.9020771513353115,10592.89349112426,1044.7708367780187,6875.0,11948.0,5.813609467455621,1.8482949047018706,2,8,41,-0.005934718100890208,9.728454235753704,6.136498516320475,0.0,15.70467779872942,5.531157270029674,0.11275964391691394,459.02409326722955,309.48961424332344,1.0,2022_r12_Q_LEC_lap16,LEC,2022,12,16.0,90.872,22.66,27.96,40.252,SOFT,2.0,Ferrari,2022_12_Q,French Grand Prix,Ferrari,LEC
337,226.7091988130564,71.94482636110813,80.0,337.0,123.6,234.0,314.80000000000007,257.0,69.96142433234421,41.996120091350626,0.0,100.0,0.19881305637982197,0.6053412462908012,0.19584569732937684,0.18991097922848665,0.3928137861928288,0.0,1.0,0.18991097922848665,9,0.044642857142857144,0.9017857142857143,10560.747774480713,1177.2093180292338,6742.0,12174.0,5.629080118694362,1.8855931039545455,2,8,44,-0.011904761904761904,10.167544557620642,6.5,0.0,16.248627955854033,5.3273809523809526,-0.21428571428571427,462.27900915223466,316.76190476190476,1.0,2022_r12_Q_PER_lap19,PER,2022,12,19.0,91.335,22.794,27.969,40.572,SOFT,2.0,Red Bull Racing,2022_12_Q,French Grand Prix,Red Bull Racing,VER
