subset_name,config_name,n_features,fold,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,accuracy_gap,macro_f1_gap
distinctive_top6,compact_no_context,61,1,0.9693486590038314,0.9693446088794927,0.96942665561842,0.7727272727272727,0.7727272727272728,0.7706903670671786,0.19662138627655867,0.19873628855124137
distinctive_top6,compact_no_context,61,2,0.9655172413793104,0.9652924594785061,0.9653589380675566,0.8484848484848485,0.8484848484848485,0.8434892402283706,0.11703239289446188,0.121869697839186
distinctive_top6,compact_no_context,61,3,0.9656488549618321,0.965644820295983,0.9658108672676219,0.8615384615384616,0.8621212121212122,0.8637832927306611,0.10411039342337047,0.10202757453696076
distinctive_top6,compact_no_context,61,4,0.9961832061068703,0.9962121212121212,0.996168582375479,0.7692307692307693,0.7712121212121211,0.7689661503600123,0.226952436876101,0.22720243201546675
distinctive_top6,compact_no_context,61,5,0.9732824427480916,0.9733086680761099,0.973262715047705,0.8769230769230769,0.8757575757575758,0.8758799171842649,0.0963593658250147,0.09738279786344006
distinctive_top6,compact_no_context_no_phase,57,1,0.9616858237547893,0.9616807610993657,0.9616791886981518,0.7878787878787878,0.787878787878788,0.7901274651274651,0.17380703587600144,0.1715517235706867
distinctive_top6,compact_no_context_no_phase,57,2,0.9616858237547893,0.9615045806906273,0.9616606692614624,0.8333333333333334,0.8333333333333334,0.8313128836584215,0.1283524904214559,0.13034778560304094
distinctive_top6,compact_no_context_no_phase,57,3,0.9580152671755725,0.9580690627202255,0.9581333825519872,0.8307692307692308,0.8303030303030304,0.8334189202610255,0.1272460364063417,0.12471446229096173
distinctive_top6,compact_no_context_no_phase,57,4,0.9923664122137404,0.9924242424242425,0.9923361522198731,0.7538461538461538,0.756060606060606,0.7537004498769205,0.2385202583675866,0.23863570234295262
distinctive_top6,compact_no_context_no_phase,57,5,0.9541984732824428,0.9541050035236082,0.9544277274386443,0.8461538461538461,0.8454545454545456,0.8445230335390518,0.10804462712859664,0.10990469389959256
distinctive_top6,compact_no_context_no_speed,50,1,0.9616858237547893,0.9616807610993657,0.9617134643906762,0.7878787878787878,0.7878787878787877,0.7848765432098767,0.17380703587600144,0.17683692118079952
distinctive_top6,compact_no_context_no_speed,50,2,0.9540229885057471,0.953752642706131,0.9538153605953602,0.8333333333333334,0.8333333333333334,0.831940523244871,0.1206896551724137,0.1218748373504892
distinctive_top6,compact_no_context_no_speed,50,3,0.9656488549618321,0.965644820295983,0.9658108672676219,0.8461538461538461,0.846969696969697,0.848917748917749,0.11949500880798591,0.11689311834987293
