Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,season,round,event_name,session_name,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,session_max_rainfall,session_is_dry_by_weather
0 days 01:06:44.966000,LEC,16,0 days 00:01:17.166000,13.0,5.0,,,0 days 00:00:27.291000,0 days 00:00:29.853000,0 days 00:00:20.022000,0 days 01:05:55.091000,0 days 01:06:24.944000,0 days 01:06:44.966000,317.0,297.0,254.0,348.0,True,SOFT,2.0,True,Ferrari,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,77.166,27.291,29.853,20.022,False,True
0 days 00:25:24.130000,MAG,20,0 days 00:01:19.163000,5.0,2.0,,,0 days 00:00:27.680000,0 days 00:00:30.898000,0 days 00:00:20.585000,0 days 00:24:32.647000,0 days 00:25:03.545000,0 days 00:25:24.130000,316.0,294.0,252.0,352.0,True,SOFT,2.0,True,Haas F1 Team,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,79.163,27.68,30.898,20.585,False,True
0 days 00:30:32.464000,NOR,4,0 days 00:01:21.554000,4.0,2.0,,,0 days 00:00:27.653000,0 days 00:00:30.444000,0 days 00:00:23.457000,0 days 00:29:38.563000,0 days 00:30:09.007000,0 days 00:30:32.464000,311.0,294.0,186.0,344.0,True,SOFT,2.0,True,McLaren,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,81.554,27.653,30.444,23.457,False,True
0 days 00:25:44.310000,OCO,31,0 days 00:01:19.080000,2.0,1.0,,,0 days 00:00:28.039000,0 days 00:00:30.517000,0 days 00:00:20.524000,0 days 00:24:53.269000,0 days 00:25:23.786000,0 days 00:25:44.310000,311.0,292.0,251.0,340.0,True,SOFT,2.0,True,Alpine,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,79.08,28.039,30.517,20.524,False,True
0 days 01:14:37.351000,PER,11,0 days 00:01:17.423000,15.0,6.0,,,0 days 00:00:27.460000,0 days 00:00:29.884000,0 days 00:00:20.079000,0 days 01:13:47.388000,0 days 01:14:17.272000,0 days 01:14:37.351000,316.0,295.0,253.0,351.0,True,SOFT,2.0,True,Red Bull Racing,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,77.423,27.46,29.884,20.079,False,True
0 days 01:13:45.634000,PIA,81,0 days 00:01:17.623000,17.0,6.0,,,0 days 00:00:27.518000,0 days 00:00:29.979000,0 days 00:00:20.126000,0 days 01:12:55.529000,0 days 01:13:25.508000,0 days 01:13:45.634000,312.0,293.0,251.0,346.0,True,SOFT,2.0,True,McLaren,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,77.623,27.518,29.979,20.126,False,True
0 days 01:06:19.144000,RIC,3,0 days 00:01:17.382000,11.0,4.0,,,0 days 00:00:27.599000,0 days 00:00:29.846000,0 days 00:00:19.937000,0 days 01:05:29.361000,0 days 01:05:59.207000,0 days 01:06:19.144000,311.0,294.0,251.0,341.0,True,SOFT,2.0,True,AlphaTauri,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,77.382,27.599,29.846,19.937,False,True
0 days 00:54:53.146000,RUS,63,0 days 00:01:17.673000,12.0,4.0,,,0 days 00:00:27.631000,0 days 00:00:29.920000,0 days 00:00:20.122000,0 days 00:54:03.104000,0 days 00:54:33.024000,0 days 00:54:53.146000,312.0,294.0,251.0,342.0,True,SOFT,2.0,True,Mercedes,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,77.673,27.631,29.92,20.122,False,True
0 days 01:06:35.078000,SAI,55,0 days 00:01:17.233000,13.0,5.0,,,0 days 00:00:27.344000,0 days 00:00:29.900000,0 days 00:00:19.989000,0 days 01:05:45.189000,0 days 01:06:15.089000,0 days 01:06:35.078000,316.0,297.0,254.0,347.0,True,SOFT,2.0,True,Ferrari,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,77.233,27.344,29.9,19.989,False,True
0 days 00:25:10.983000,SAR,2,0 days 00:01:20.439000,2.0,1.0,,,0 days 00:00:27.567000,0 days 00:00:31.092000,0 days 00:00:21.780000,0 days 00:24:18.111000,0 days 00:24:49.203000,0 days 00:25:10.983000,315.0,282.0,251.0,346.0,True,SOFT,2.0,True,Williams,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,80.439,27.567,31.092,21.78,False,True
0 days 00:25:02.624000,STR,18,0 days 00:01:19.227000,5.0,2.0,,,0 days 00:00:27.746000,0 days 00:00:30.622000,0 days 00:00:20.859000,0 days 00:24:11.143000,0 days 00:24:41.765000,0 days 00:25:02.624000,313.0,292.0,250.0,347.0,True,SOFT,2.0,True,Aston Martin,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,79.227,27.746,30.622,20.859,False,True
0 days 00:21:08.139000,TSU,22,0 days 00:01:18.890000,2.0,1.0,,,0 days 00:00:27.839000,0 days 00:00:30.616000,0 days 00:00:20.435000,0 days 00:20:17.088000,0 days 00:20:47.704000,0 days 00:21:08.139000,309.0,292.0,252.0,340.0,True,SOFT,2.0,True,AlphaTauri,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,78.89,27.839,30.616,20.435,False,True
0 days 01:14:50.219000,VER,1,0 days 00:01:17.263000,14.0,5.0,,,0 days 00:00:27.369000,0 days 00:00:29.818000,0 days 00:00:20.076000,0 days 01:14:00.325000,0 days 01:14:30.143000,0 days 01:14:50.219000,314.0,295.0,252.0,349.0,True,SOFT,2.0,True,Red Bull Racing,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,77.263,27.369,29.818,20.076,False,True
0 days 01:10:55.165000,ZHO,24,0 days 00:01:18.050000,14.0,5.0,,,0 days 00:00:27.670000,0 days 00:00:30.115000,0 days 00:00:20.265000,0 days 01:10:04.785000,0 days 01:10:34.900000,0 days 01:10:55.165000,313.0,291.0,253.0,341.0,True,SOFT,2.0,True,Alfa Romeo,1,,,,False,True,2023,19,Mexico City Grand Prix,Q,78.05,27.67,30.115,20.265,False,True
0 days 01:15:57.869000,ALB,23,0 days 00:01:33.323000,20.0,5.0,,,0 days 00:00:26.576000,0 days 00:00:31.008000,0 days 00:00:35.739000,0 days 01:14:51.122000,0 days 01:15:22.130000,0 days 01:15:57.869000,187.0,217.0,320.0,342.0,True,SOFT,3.0,True,Williams,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,93.323,26.576,31.008,35.739,False,True
0 days 01:06:48.004000,ALO,14,0 days 00:01:33.555000,19.0,4.0,,,0 days 00:00:26.490000,0 days 00:00:31.113000,0 days 00:00:35.952000,0 days 01:05:40.939000,0 days 01:06:12.052000,0 days 01:06:48.004000,189.0,216.0,313.0,339.0,True,SOFT,6.0,False,Aston Martin,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,93.555,26.49,31.113,35.952,False,True
0 days 01:15:47.654000,BOT,77,0 days 00:01:33.525000,18.0,4.0,,,0 days 00:00:26.393000,0 days 00:00:31.214000,0 days 00:00:35.918000,0 days 01:14:40.522000,0 days 01:15:11.736000,0 days 01:15:47.654000,188.0,216.0,319.0,347.0,True,SOFT,3.0,True,Alfa Romeo,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,93.525,26.393,31.214,35.918,False,True
0 days 01:16:01.287000,GAS,10,0 days 00:01:33.239000,24.0,6.0,,,0 days 00:00:26.415000,0 days 00:00:31.019000,0 days 00:00:35.805000,0 days 01:14:54.463000,0 days 01:15:25.482000,0 days 01:16:01.287000,189.0,215.0,320.0,343.0,True,SOFT,3.0,True,Alpine,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,93.239,26.415,31.019,35.805,False,True
0 days 00:49:11.374000,HAM,44,0 days 00:01:33.837000,11.0,2.0,,,0 days 00:00:26.833000,0 days 00:00:31.187000,0 days 00:00:35.817000,0 days 00:48:04.370000,0 days 00:48:35.557000,0 days 00:49:11.374000,188.0,216.0,321.0,344.0,True,SOFT,3.0,True,Mercedes,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,93.837,26.833,31.187,35.817,False,True
0 days 00:50:41.698000,HUL,27,0 days 00:01:33.979000,14.0,4.0,,,0 days 00:00:26.646000,0 days 00:00:31.199000,0 days 00:00:36.134000,0 days 00:49:34.365000,0 days 00:50:05.564000,0 days 00:50:41.698000,187.0,216.0,311.0,341.0,True,SOFT,2.0,True,Haas F1 Team,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,93.979,26.646,31.199,36.134,False,True
0 days 01:14:51.787000,LEC,16,0 days 00:01:32.726000,22.0,5.0,,,0 days 00:00:26.224000,0 days 00:00:30.652000,0 days 00:00:35.850000,0 days 01:13:45.285000,0 days 01:14:15.937000,0 days 01:14:51.787000,189.0,217.0,318.0,341.0,True,SOFT,2.0,True,Ferrari,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,92.726,26.224,30.652,35.85,False,True
0 days 01:14:30.366000,MAG,20,0 days 00:01:33.537000,22.0,6.0,,,0 days 00:00:26.335000,0 days 00:00:30.966000,0 days 00:00:36.236000,0 days 01:13:23.164000,0 days 01:13:54.130000,0 days 01:14:30.366000,187.0,215.0,318.0,339.0,True,SOFT,2.0,True,Haas F1 Team,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,93.537,26.335,30.966,36.236,False,True
0 days 00:25:11.405000,NOR,4,0 days 00:01:34.703000,5.0,1.0,,,0 days 00:00:26.854000,0 days 00:00:31.483000,0 days 00:00:36.366000,0 days 00:24:03.556000,0 days 00:24:35.039000,0 days 00:25:11.405000,183.0,214.0,317.0,336.0,True,SOFT,5.0,True,McLaren,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,94.703,26.854,31.483,36.366,False,True
0 days 00:29:58.359000,OCO,31,0 days 00:01:34.834000,7.0,2.0,,,0 days 00:00:27.098000,0 days 00:00:31.582000,0 days 00:00:36.154000,0 days 00:28:50.623000,0 days 00:29:22.205000,0 days 00:29:58.359000,186.0,213.0,321.0,338.0,True,SOFT,3.0,True,Alpine,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,94.834,27.098,31.582,36.154,False,True
0 days 00:50:03.317000,PER,11,0 days 00:01:33.855000,13.0,4.0,,,0 days 00:00:26.627000,0 days 00:00:31.043000,0 days 00:00:36.185000,0 days 00:48:56.089000,0 days 00:49:27.132000,0 days 00:50:03.317000,186.0,216.0,314.0,345.0,True,SOFT,5.0,True,Red Bull Racing,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,93.855,26.627,31.043,36.185,False,True
0 days 00:27:08.365000,PIA,81,0 days 00:01:34.850000,6.0,1.0,,,0 days 00:00:26.884000,0 days 00:00:31.669000,0 days 00:00:36.297000,0 days 00:26:00.399000,0 days 00:26:32.068000,0 days 00:27:08.365000,182.0,211.0,322.0,340.0,True,SOFT,6.0,True,McLaren,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,94.85,26.884,31.669,36.297,False,True
0 days 00:55:25.664000,RIC,3,0 days 00:01:34.308000,17.0,4.0,,,0 days 00:00:27.149000,0 days 00:00:31.202000,0 days 00:00:35.957000,0 days 00:54:18.505000,0 days 00:54:49.707000,0 days 00:55:25.664000,186.0,215.0,315.0,342.0,True,SOFT,3.0,True,AlphaTauri,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,94.308,27.149,31.202,35.957,False,True
0 days 01:15:52.634000,RUS,63,0 days 00:01:33.112000,21.0,3.0,,,0 days 00:00:26.364000,0 days 00:00:30.990000,0 days 00:00:35.758000,0 days 01:14:45.886000,0 days 01:15:16.876000,0 days 01:15:52.634000,188.0,217.0,321.0,344.0,True,SOFT,6.0,True,Mercedes,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,93.112,26.364,30.99,35.758,False,True
0 days 01:15:37.091000,SAI,55,0 days 00:01:32.770000,22.0,5.0,,,0 days 00:00:26.157000,0 days 00:00:30.772000,0 days 00:00:35.841000,0 days 01:14:30.478000,0 days 01:15:01.250000,0 days 01:15:37.091000,187.0,216.0,316.0,342.0,True,SOFT,3.0,True,Ferrari,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,92.77,26.157,30.772,35.841,False,True
0 days 01:15:42.727000,SAR,2,0 days 00:01:33.513000,22.0,6.0,,,0 days 00:00:26.605000,0 days 00:00:31.106000,0 days 00:00:35.802000,0 days 01:14:35.819000,0 days 01:15:06.925000,0 days 01:15:42.727000,188.0,216.0,318.0,347.0,True,SOFT,3.0,True,Williams,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,93.513,26.605,31.106,35.802,False,True
0 days 00:54:44.935000,STR,18,0 days 00:01:34.199000,17.0,4.0,,,0 days 00:00:26.722000,0 days 00:00:31.265000,0 days 00:00:36.212000,0 days 00:53:37.458000,0 days 00:54:08.723000,0 days 00:54:44.935000,189.0,214.0,312.0,339.0,True,SOFT,3.0,True,Aston Martin,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,94.199,26.722,31.265,36.212,False,True
0 days 00:21:08.407000,TSU,22,0 days 00:01:36.447000,3.0,1.0,,,0 days 00:00:27.796000,0 days 00:00:32.222000,0 days 00:00:36.429000,0 days 00:19:59.756000,0 days 00:20:31.978000,0 days 00:21:08.407000,184.0,213.0,319.0,333.0,True,SOFT,3.0,True,AlphaTauri,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,96.447,27.796,32.222,36.429,False,True
0 days 01:07:10.948000,VER,1,0 days 00:01:33.104000,16.0,3.0,,,0 days 00:00:26.289000,0 days 00:00:30.828000,0 days 00:00:35.987000,0 days 01:06:04.133000,0 days 01:06:34.961000,0 days 01:07:10.948000,188.0,215.0,317.0,346.0,True,SOFT,2.0,True,Red Bull Racing,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,93.104,26.289,30.828,35.987,False,True
0 days 00:29:47.515000,ZHO,24,0 days 00:01:34.849000,7.0,2.0,,,0 days 00:00:27.161000,0 days 00:00:31.568000,0 days 00:00:36.120000,0 days 00:28:39.827000,0 days 00:29:11.395000,0 days 00:29:47.515000,185.0,217.0,313.0,324.0,True,SOFT,2.0,True,Alfa Romeo,1,,,,False,True,2023,21,Las Vegas Grand Prix,Q,94.849,27.161,31.568,36.12,False,True
0 days 00:29:32.324000,ALB,23,0 days 00:01:24.298000,5.0,2.0,,,0 days 00:00:17.225000,0 days 00:00:36.239000,0 days 00:00:30.834000,0 days 00:28:25.251000,0 days 00:29:01.490000,0 days 00:29:32.324000,293.0,323.0,220.0,327.0,True,SOFT,2.0,True,Williams,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.298,17.225,36.239,30.834,False,True
0 days 01:14:37.459000,ALO,14,0 days 00:01:24.084000,17.0,6.0,,,0 days 00:00:17.157000,0 days 00:00:36.381000,0 days 00:00:30.546000,0 days 01:13:30.532000,0 days 01:14:06.913000,0 days 01:14:37.459000,291.0,319.0,220.0,323.0,True,SOFT,2.0,True,Aston Martin,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.084,17.157,36.381,30.546,False,True
0 days 00:33:09.840000,BOT,77,0 days 00:01:24.788000,5.0,2.0,,,0 days 00:00:17.401000,0 days 00:00:36.540000,0 days 00:00:30.847000,0 days 00:32:02.453000,0 days 00:32:38.993000,0 days 00:33:09.840000,288.0,323.0,219.0,327.0,True,SOFT,2.0,True,Alfa Romeo,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.788,17.401,36.54,30.847,False,True
0 days 00:54:18.785000,GAS,10,0 days 00:01:24.078000,11.0,4.0,,,0 days 00:00:17.202000,0 days 00:00:36.091000,0 days 00:00:30.785000,0 days 00:53:11.909000,0 days 00:53:48,0 days 00:54:18.785000,291.0,322.0,216.0,326.0,True,SOFT,2.0,True,Alpine,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.078,17.202,36.091,30.785,False,True
0 days 00:55:04.141000,HAM,44,0 days 00:01:24.359000,11.0,4.0,,,0 days 00:00:17.278000,0 days 00:00:36.258000,0 days 00:00:30.823000,0 days 00:53:57.060000,0 days 00:54:33.318000,0 days 00:55:04.141000,290.0,320.0,220.0,324.0,True,SOFT,2.0,True,Mercedes,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.359,17.278,36.258,30.823,False,True
0 days 01:15:24.135000,HUL,27,0 days 00:01:24.108000,17.0,6.0,,,0 days 00:00:17.243000,0 days 00:00:36.351000,0 days 00:00:30.514000,0 days 01:14:17.270000,0 days 01:14:53.621000,0 days 01:15:24.135000,287.0,320.0,219.0,325.0,True,SOFT,2.0,True,Haas F1 Team,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.108,17.243,36.351,30.514,False,True
0 days 01:14:51.382000,LEC,16,0 days 00:01:23.584000,17.0,6.0,,,0 days 00:00:17.213000,0 days 00:00:35.986000,0 days 00:00:30.385000,0 days 01:13:45.011000,0 days 01:14:20.997000,0 days 01:14:51.382000,290.0,322.0,220.0,326.0,True,SOFT,2.0,True,Ferrari,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,83.584,17.213,35.986,30.385,False,True
0 days 00:33:31.111000,MAG,20,0 days 00:01:24.764000,5.0,2.0,,,0 days 00:00:17.347000,0 days 00:00:36.424000,0 days 00:00:30.993000,0 days 00:32:23.694000,0 days 00:33:00.118000,0 days 00:33:31.111000,289.0,322.0,219.0,328.0,True,SOFT,2.0,True,Haas F1 Team,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.764,17.347,36.424,30.993,False,True
0 days 01:06:48.728000,NOR,4,0 days 00:01:23.816000,12.0,5.0,,,0 days 00:00:17.148000,0 days 00:00:36.256000,0 days 00:00:30.412000,0 days 01:05:42.060000,0 days 01:06:18.316000,0 days 01:06:48.728000,292.0,318.0,218.0,323.0,True,SOFT,4.0,False,McLaren,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,83.816,17.148,36.256,30.412,False,True
0 days 00:54:48.313000,OCO,31,0 days 00:01:24.391000,11.0,4.0,,,0 days 00:00:17.197000,0 days 00:00:36.271000,0 days 00:00:30.923000,0 days 00:53:41.119000,0 days 00:54:17.390000,0 days 00:54:48.313000,292.0,322.0,216.0,327.0,True,SOFT,2.0,True,Alpine,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.391,17.197,36.271,30.923,False,True
0 days 01:15:32.994000,PER,11,0 days 00:01:23.868000,16.0,6.0,,,0 days 00:00:17.144000,0 days 00:00:36.206000,0 days 00:00:30.518000,0 days 01:14:26.270000,0 days 01:15:02.476000,0 days 01:15:32.994000,290.0,324.0,220.0,329.0,False,SOFT,2.0,True,Red Bull Racing,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,83.868,17.144,36.206,30.518,False,True
0 days 01:14:29.136000,PIA,81,0 days 00:01:23.782000,16.0,6.0,,,0 days 00:00:17.101000,0 days 00:00:36.093000,0 days 00:00:30.588000,0 days 01:13:22.455000,0 days 01:13:58.548000,0 days 01:14:29.136000,292.0,321.0,217.0,324.0,True,SOFT,2.0,True,McLaren,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,83.782,17.101,36.093,30.588,False,True
0 days 00:53:58.970000,RIC,3,0 days 00:01:24.442000,11.0,4.0,,,0 days 00:00:17.305000,0 days 00:00:36.399000,0 days 00:00:30.738000,0 days 00:52:51.833000,0 days 00:53:28.232000,0 days 00:53:58.970000,289.0,321.0,221.0,324.0,True,SOFT,2.0,True,AlphaTauri,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.442,17.305,36.399,30.738,False,True
0 days 01:15:48.431000,RUS,63,0 days 00:01:23.788000,17.0,6.0,,,0 days 00:00:17.097000,0 days 00:00:36.326000,0 days 00:00:30.365000,0 days 01:14:41.740000,0 days 01:15:18.066000,0 days 01:15:48.431000,291.0,319.0,222.0,323.0,True,SOFT,2.0,True,Mercedes,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,83.788,17.097,36.326,30.365,False,True
0 days 00:33:44.691000,SAI,55,0 days 00:01:24.738000,5.0,2.0,,,0 days 00:00:17.355000,0 days 00:00:36.581000,0 days 00:00:30.802000,0 days 00:32:37.308000,0 days 00:33:13.889000,0 days 00:33:44.691000,289.0,321.0,219.0,328.0,True,SOFT,2.0,True,Ferrari,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.738,17.355,36.581,30.802,False,True
0 days 00:29:38.933000,SAR,2,0 days 00:01:24.532000,5.0,2.0,,,0 days 00:00:17.177000,0 days 00:00:36.185000,0 days 00:00:31.170000,0 days 00:28:31.578000,0 days 00:29:07.763000,0 days 00:29:38.933000,293.0,324.0,220.0,328.0,True,SOFT,2.0,True,Williams,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.532,17.177,36.185,31.17,False,True
0 days 00:32:25.760000,STR,18,0 days 00:01:24.405000,5.0,2.0,,,0 days 00:00:17.182000,0 days 00:00:36.277000,0 days 00:00:30.946000,0 days 00:31:18.537000,0 days 00:31:54.814000,0 days 00:32:25.760000,288.0,320.0,219.0,324.0,True,SOFT,2.0,True,Aston Martin,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,84.405,17.182,36.277,30.946,False,True
0 days 01:15:13.211000,TSU,22,0 days 00:01:23.968000,17.0,6.0,,,0 days 00:00:17.268000,0 days 00:00:36.131000,0 days 00:00:30.569000,0 days 01:14:06.511000,0 days 01:14:42.642000,0 days 01:15:13.211000,289.0,318.0,222.0,322.0,True,SOFT,2.0,True,AlphaTauri,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,83.968,17.268,36.131,30.569,False,True
0 days 01:06:17.158000,VER,1,0 days 00:01:23.445000,11.0,4.0,,,0 days 00:00:17.151000,0 days 00:00:35.894000,0 days 00:00:30.400000,0 days 01:05:10.864000,0 days 01:05:46.758000,0 days 01:06:17.158000,291.0,324.0,222.0,328.0,True,SOFT,2.0,True,Red Bull Racing,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,83.445,17.151,35.894,30.4,False,True
0 days 00:23:07.974000,ZHO,24,0 days 00:01:25.114000,2.0,1.0,,,0 days 00:00:17.518000,0 days 00:00:36.594000,0 days 00:00:31.002000,0 days 00:22:00.378000,0 days 00:22:36.972000,0 days 00:23:07.974000,286.0,322.0,218.0,325.0,False,SOFT,2.0,True,Alfa Romeo,1,,,,False,True,2023,22,Abu Dhabi Grand Prix,Q,85.114,17.518,36.594,31.002,False,True
0 days 00:52:35.103000,ALB,23,0 days 00:01:30.221000,11.0,4.0,,,0 days 00:00:28.866000,0 days 00:00:38.802000,0 days 00:00:22.553000,0 days 00:51:33.748000,0 days 00:52:12.550000,0 days 00:52:35.103000,241.0,271.0,288.0,321.0,True,SOFT,2.0,True,Williams,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,90.221,28.866,38.802,22.553,False,True
0 days 01:10:15.243000,ALO,14,0 days 00:01:29.542000,13.0,5.0,,,0 days 00:00:28.830000,0 days 00:00:38.236000,0 days 00:00:22.476000,0 days 01:09:14.531000,0 days 01:09:52.767000,0 days 01:10:15.243000,243.0,268.0,284.0,314.0,True,SOFT,2.0,True,Aston Martin,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,89.542,28.83,38.236,22.476,False,True
0 days 00:30:59.543000,BOT,77,0 days 00:01:30.756000,5.0,2.0,,,0 days 00:00:29.063000,0 days 00:00:39.025000,0 days 00:00:22.668000,0 days 00:29:57.850000,0 days 00:30:36.875000,0 days 00:30:59.543000,243.0,273.0,287.0,318.0,True,SOFT,2.0,True,Kick Sauber,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,90.756,29.063,39.025,22.668,False,True
0 days 00:32:54.135000,GAS,10,0 days 00:01:30.948000,8.0,3.0,,,0 days 00:00:29.148000,0 days 00:00:38.971000,0 days 00:00:22.829000,0 days 00:31:52.335000,0 days 00:32:31.306000,0 days 00:32:54.135000,240.0,270.0,285.0,316.0,True,SOFT,2.0,True,Alpine,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,90.948,29.148,38.971,22.829,False,True
0 days 01:13:53.867000,HAM,44,0 days 00:01:29.710000,17.0,6.0,,,0 days 00:00:28.881000,0 days 00:00:38.422000,0 days 00:00:22.407000,0 days 01:12:53.038000,0 days 01:13:31.460000,0 days 01:13:53.867000,242.0,270.0,287.0,315.0,True,SOFT,2.0,True,Mercedes,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,89.71,28.881,38.422,22.407,False,True
0 days 00:52:11.933000,HUL,27,0 days 00:01:29.851000,11.0,4.0,,,0 days 00:00:28.834000,0 days 00:00:38.636000,0 days 00:00:22.381000,0 days 00:51:10.916000,0 days 00:51:49.552000,0 days 00:52:11.933000,243.0,274.0,288.0,317.0,True,SOFT,2.0,True,Haas F1 Team,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,89.851,28.834,38.636,22.381,False,True
0 days 00:53:32.342000,LEC,16,0 days 00:01:29.165000,12.0,5.0,,,0 days 00:00:28.843000,0 days 00:00:38.059000,0 days 00:00:22.263000,0 days 00:52:32.020000,0 days 00:53:10.079000,0 days 00:53:32.342000,243.0,274.0,288.0,317.0,True,SOFT,2.0,True,Ferrari,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,89.165,28.843,38.059,22.263,False,True
0 days 00:52:21.945000,MAG,20,0 days 00:01:30.529000,11.0,4.0,,,0 days 00:00:28.884000,0 days 00:00:38.976000,0 days 00:00:22.669000,0 days 00:51:20.300000,0 days 00:51:59.276000,0 days 00:52:21.945000,243.0,274.0,286.0,319.0,True,SOFT,2.0,True,Haas F1 Team,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,90.529,28.884,38.976,22.669,False,True
0 days 01:12:44.247000,NOR,4,0 days 00:01:29.614000,14.0,6.0,,,0 days 00:00:29.045000,0 days 00:00:38.207000,0 days 00:00:22.362000,0 days 01:11:43.678000,0 days 01:12:21.885000,0 days 01:12:44.247000,242.0,273.0,286.0,312.0,True,SOFT,2.0,True,McLaren,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,89.614,29.045,38.207,22.362,False,True
0 days 00:32:45.210000,OCO,31,0 days 00:01:30.793000,8.0,3.0,,,0 days 00:00:29.142000,0 days 00:00:38.934000,0 days 00:00:22.717000,0 days 00:31:43.559000,0 days 00:32:22.493000,0 days 00:32:45.210000,241.0,270.0,283.0,315.0,True,SOFT,2.0,True,Alpine,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,90.793,29.142,38.934,22.717,False,True
0 days 01:14:33.657000,PER,11,0 days 00:01:29.537000,16.0,6.0,,,0 days 00:00:28.804000,0 days 00:00:38.323000,0 days 00:00:22.410000,0 days 01:13:32.924000,0 days 01:14:11.247000,0 days 01:14:33.657000,241.0,271.0,288.0,320.0,True,SOFT,2.0,True,Red Bull Racing,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,89.537,28.804,38.323,22.41,False,True
0 days 01:12:33.501000,PIA,81,0 days 00:01:29.683000,17.0,6.0,,,0 days 00:00:28.901000,0 days 00:00:38.343000,0 days 00:00:22.439000,0 days 01:11:32.719000,0 days 01:12:11.062000,0 days 01:12:33.501000,243.0,274.0,286.0,312.0,True,SOFT,2.0,True,McLaren,1,,,,False,True,2024,1,Bahrain Grand Prix,Q,89.683,28.901,38.343,22.439,False,True
