season,round,event_name,session_name,Driver,Team,LapNumber,Stint,LapTimeSeconds,Compound,TyreLife,TrackStatus,lap_time_not_null,dry_session,accurate,not_deleted,not_fastf1_generated,track_status_green,not_pit_in_out,lap_delta_to_stint_median,within_2s_of_stint_median,within_3s_of_stint_median
2025,2,Chinese Grand Prix,R,RUS,Mercedes,54.0,2.0,95.9,HARD,40.0,1,True,True,True,True,True,True,True,-0.7639999999999958,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,55.0,2.0,95.816,HARD,41.0,1,True,True,True,True,True,True,True,-0.847999999999999,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,56.0,2.0,95.908,HARD,42.0,1,True,True,True,True,True,True,True,-0.7560000000000002,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,2.0,1.0,98.304,MEDIUM,2.0,1,True,True,True,True,True,True,True,-0.590999999999994,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,4.0,1.0,98.614,MEDIUM,4.0,1,True,True,True,True,True,True,True,-0.2809999999999917,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,5.0,1.0,98.895,MEDIUM,5.0,1,True,True,True,True,True,True,True,0.0,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,7.0,1.0,98.692,MEDIUM,7.0,1,True,True,True,True,True,True,True,-0.20300000000000296,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,8.0,1.0,99.084,MEDIUM,8.0,1,True,True,True,True,True,True,True,0.18900000000000716,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,9.0,1.0,99.229,MEDIUM,9.0,1,True,True,True,True,True,True,True,0.3340000000000032,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,10.0,1.0,99.064,MEDIUM,10.0,1,True,True,True,True,True,True,True,0.16899999999999693,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,11.0,1.0,99.154,MEDIUM,11.0,1,True,True,True,True,True,True,True,0.25900000000000034,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,12.0,1.0,98.627,MEDIUM,12.0,1,True,True,True,True,True,True,True,-0.2680000000000007,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,15.0,2.0,97.322,HARD,2.0,1,True,True,True,True,True,True,True,0.5545000000000044,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,16.0,2.0,97.024,HARD,3.0,1,True,True,True,True,True,True,True,0.2565000000000026,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,17.0,2.0,97.369,HARD,4.0,1,True,True,True,True,True,True,True,0.6015000000000015,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,18.0,2.0,97.847,HARD,5.0,1,True,True,True,True,True,True,True,1.079499999999996,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,19.0,2.0,97.85,HARD,6.0,1,True,True,True,True,True,True,True,1.082499999999996,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,20.0,2.0,97.733,HARD,7.0,1,True,True,True,True,True,True,True,0.9655000000000058,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,21.0,2.0,97.908,HARD,8.0,1,True,True,True,True,True,True,True,1.140500000000003,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,22.0,2.0,97.543,HARD,9.0,1,True,True,True,True,True,True,True,0.7755000000000081,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,23.0,2.0,97.442,HARD,10.0,1,True,True,True,True,True,True,True,0.6744999999999948,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,24.0,2.0,97.25,HARD,11.0,1,True,True,True,True,True,True,True,0.4825000000000017,True,True
2025,2,Chinese Grand Prix,R,VER,Red Bull Racing,25.0,2.0,97.722,HARD,12.0,1,True,True,True,True,True,True,True,0.9544999999999959,True,True
